Subject Primary Identifier	Ontology Annotation Subject . Symbol	Base Annotations Subject . Symbol	Subject Background	Subject Zygosity	Ontology Annotation Ontology Term . Identifier	Ontology Annotation Term Name
MGI:97874	Rb1	Rb1<tm1Tyj>/Rb1<+>	involves: 129S2/SvPas	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:2683486	Rere	Rere<eyes3>/Rere<om>	involves: 129S6/SvEvTac * BTBR * C57BL/6	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:2683486	Rere	Rere<om>/Rere<Gt(PTO26)1Byg>	involves: 129P2/OlaHsd * BTBR * C57BL/6J	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:1926007	Rictor	Rictor<tm1.2Mgn>/Rictor<tm1.3Mgn>	involves: 129S6/SvEvTac * C57BL/6 * FVB/N * SJL	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:1342291	Rlim	Rlim<tm1.1Inba>/Rlim<tm1.2Inba>	involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * FVB	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:107927	Rock1	Rock1<tm1Leiw>/Rock1<+>	FVB.129S7-Rock1<tm1Leiw>	ht	MP:0011103	embryonic lethality at implantation, incomplete penetrance
MGI:1915443	Rpl24	Rpl24<Bst>/Rpl24<+>	involves: C57BLKS	ht	MP:0011091	prenatal lethality, complete penetrance
MGI:1915443	Rpl24	Rpl24<Bst>/Rpl24<+>	involves: C57BLKS	ht	MP:0011102	embryonic lethality, incomplete penetrance
MGI:1347076	Rpl27a	Rpl27a<Sfa>/Rpl27a<+>	C57BL/6J-Rpl27a<Sfa>	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1914921	Rpl38	Rpl38<Rbt>/Rpl38<+>	involves: C3H * C57BL/6J	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:1914921	Rpl38	Rpl38<Rbt>/Rpl38<+>	involves: C57BL/6J	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:1914921	Rpl38	Rpl38<Rbt>/Rpl38<+>	involves: C57BL/6J * DBA	ht	MP:0011091	prenatal lethality, complete penetrance
MGI:1914921	Rpl38	Rpl38<Ts>/Rpl38<+>	(BALB/c x A)F1	ht	MP:0011092	embryonic lethality, complete penetrance
MGI:1914921	Rpl38	Rpl38<Ts>/Rpl38<+>	(BALB/c x C3H)F1	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:1914921	Rpl38	Rpl38<Ts>/Rpl38<+>	(TSJ/Le x A/JSlc)F1	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:1914921	Rpl38	Rpl38<Ts>/Rpl38<+>	(TSJ/Le x AKR/J)F1	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:1914921	Rpl38	Rpl38<Ts>/Rpl38<+>	(TSJ/Le x C3.SW-H2<b>/SnJ)F1	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:1914921	Rpl38	Rpl38<Ts>/Rpl38<+>	(TSJ/Le x CBA/J)F1	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:1914921	Rpl38	Rpl38<Ts>/Rpl38<+>	BALB/c-Rpl38<Ts>	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:1927099	Rplp1	Rplp1<tm1.1Melt>/Rplp1<tm1.2Melt>	Not Specified	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1333818	Rps7	Rps7<Zma>/Rps7<+>	involves: BALB/c * C3H/HeH * C57BL/6J	ht	MP:0002081	perinatal lethality
MGI:5499537	Rr29	Rr29<Hx>/Rr29<+>	involves: C57BL/10SnJ * DBA/2J	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:2656842	Rtl1	Rtl1<tm1Fuis>/Rtl1<+>	involves: 129S/SvEv * C57BL/6	ht	MP:0011087	neonatal lethality, complete penetrance
MGI:2656842	Rtl1	Rtl1<tm1Fuis>/Rtl1<+>	involves: 129S/SvEv * C57BL/6	ht	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
MGI:2656842	Rtl1	Rtl1<tm1Fuis>/Rtl1<+>	involves: 129S/SvEv * DBA/2	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:2656842	Rtl1	Rtl1<tm1Fuis>/Rtl1<+>	involves: 129S/SvEv * DBA/2	ht	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
MGI:99852	Runx1	Runx1<tm1(RUNX1/EVI1)Kmit>/Runx1<+>	involves: C57BL/6 * CBA	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:99852	Runx1	Runx1<tm1Dez>/Runx1<+>	involves: 129S4/SvJae * C57BL/6	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:99852	Runx1	Runx1<tm1Spe>/Runx1<tm1Yg>	involves: 129S1/Sv * 129S4/SvJae * 129X1/SvJ * C57BL/6	ht	MP:0008762	embryonic lethality
MGI:99852	Runx1	Runx1<tm1Yg>/Runx1<tm2Spe>	either: (involves: 129/Sv) or (involves: 129/Sv * ICR) or (involves: 129/Sv * MF1)	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:99852	Runx1	Runx1<tm2Dow>/Runx1<+>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:98214	Rxra	Rxra<tm2Ipc>/Rxra<tm4.1Ipc>	involves: 129/Sv	ht	MP:0011099	lethality throughout fetal growth and development, complete penetrance
MGI:1929059	Rybp	Rybp<tm1Nisa>/Rybp<+>	involves: 129S1/Sv * 129X1/SvJ * ICR	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:2146974	Safb	Safb<tm1So>/Safb<+>	involves: 129 * C57BL/6J	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:1889585	Sall1	Sall1<tm2Ryn>/Sall1<+>	involves: 129P2/OlaHsd * C57BL/6N	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:2139360	Sall4	Sall4<Gt(XE027)Byg>/Sall4<+>	B6;129P2-Sall4<Gt(XE027)Byg>	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:2139360	Sall4	Sall4<Gt(XE027)Byg>/Sall4<+>	involves: 129P2/OlaHsd * Black Swiss * C57BL/6	ht	MP:0006207	embryonic lethality during organogenesis
MGI:2139360	Sall4	Sall4<tm1Brd>/Sall4<+>	involves: 129S7/SvEvBrd * C57BL/6J	ht	MP:0002082	postnatal lethality
MGI:2139360	Sall4	Sall4<tm1Ryn>/Sall4<+>	involves: 129P2/OlaHsd * C57BL/6J	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:2139360	Sall4	Sall4<tm1Ryn>/Sall4<+>	involves: 129P2/OlaHsd * C57BL/6J	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:2139360	Sall4	Sall4<tm1Tre>/Sall4<tm2.1Tre>	involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * CD-1	ht	MP:0011096	embryonic lethality between implantation and somite formation, complete penetrance
MGI:2139360	Sall4	Sall4<tm1Yam>/Sall4<+>	involves: 129S4/SvJae * C57BL/6J	ht	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
MGI:2139360	Sall4	Sall4<tm2Ryn>/Sall4<+>	involves: 129P2/OlaHsd * C57BL/6J	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:2139360	Sall4	Sall4<tm2Ryn>/Sall4<+>	involves: 129P2/OlaHsd * C57BL/6J	ht	MP:0011091	prenatal lethality, complete penetrance
MGI:2679336	Satb2	Satb2<tm1(cre)Vit>/Satb2<+>	involves: C57BL/6	ht	MP:0011110	preweaning lethality, incomplete penetrance
MGI:98250	Scn4a	Scn4a<m1Aaa>/Scn4a<tm1.1Ljh>	involves: 129S4/SvJae * BALB/c * C57BL/6J	ht	MP:0011089	perinatal lethality, complete penetrance
MGI:98251	Scn5a	Scn5a<tm1Clhh>/Scn5a<+>	involves: 129 * 129S/SvEv * C57BL/6J	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:103169	Scn8a	Scn8a<dmu>/Scn8a<med>	involves: C3H * C3HeB/Fe * C57BL/6	ht	MP:0002082	postnatal lethality
MGI:103169	Scn8a	Scn8a<med-TgA4Bs>/Scn8a<nur14>	involves: C3H * C57BL/6J	ht	MP:0002082	postnatal lethality
MGI:1858222	Sept9	Sept9<tm1Emfu>/Sept9<tm2.2Emfu>	Not Specified	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:891970	Serpina1b	Serpina1b<tm1Jti>/Serpina1b<+>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0011110	preweaning lethality, incomplete penetrance
MGI:88095	Serpinc1	Serpinc1<tm1Dwr>/Serpinc1<+>	involves: 129S1/Sv * 129X1/SvJ	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:1891831	Sfn	Sfn<Er>/Sfn<+>	involves: 129/Sv * C57BL/6	ht	MP:0011084	lethality at weaning, incomplete penetrance
MGI:2671987	Shank2	Shank2<tm1.1Tmb>/Shank2<+>	B6.129-Shank2<tm1.1Tmb>	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:98296	Shc1	Shc1<tm8Paw>/Shc1<tm9.1Paw>	involves: 129S1/Sv * 129X1/SvJ	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:98297	Shh	Shh<tm1.1Dje>/Shh<tm1Amc>	involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * CD-1 * FVB/N	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1201673	Shox2	Shox2<tm3.1(cre)Ypc>/Shox2<tm4.1Ypc>	involves: 129S1/Sv * 129S6/SvEvTac * C57BL/6	ht	MP:0011099	lethality throughout fetal growth and development, complete penetrance
MGI:1201673	Shox2	Shox2<tm3.1(cre)Ypc>/Shox2<tm4.1Ypc>	involves: 129S1/Sv * 129S6/SvEvTac * C57BL/6	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:108392	Slc20a1	Slc20a1<tm1Lbek>/Slc20a1<tm1.2Lbek>	involves: 129S2/SvPas * BALB/c * C57BL/6 * C57BL/6J	ht	MP:0011099	lethality throughout fetal growth and development, complete penetrance
MGI:1341903	Slc23a1	Slc23a1<tm1Mlev>/Slc23a1<+>	involves: 129S6/SvEvTac * C57BL/6J	ht	MP:0002082	postnatal lethality
MGI:95757	Slc2a3	Slc2a3<tm1Dksr>/Slc2a3<+>	B6.129S4-Slc2a3<tm1Dksr>	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:1333843	Slc31a1	Slc31a1<tm1Jgt>/Slc31a1<+>	involves: 129X1/SvJ * C57BL/6	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:1919277	Slc39a4	Slc39a4<tm1Gka>/Slc39a4<+>	involves: 129S1/Sv * C57BL/6 * FVB/N	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1919277	Slc39a4	Slc39a4<tm1Gka>/Slc39a4<+>	involves: 129S1/Sv * C57BL/6 * FVB/N	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:109452	Smad1	Smad1<tm1Rjle>/Smad1<+>	involves: 129S6/SvEvTac * NIH Black Swiss	ht	MP:0002082	postnatal lethality
MGI:108051	Smad2	Smad2<m1Mag>/Smad2<tm1Rob>	either: (involves: 129S/Sv * 129S/SvEv * Black Swiss) or (involves: 129S/Sv * 129S/SvEv * C57BL/6)	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:108051	Smad2	Smad2<tm1Cxd>/Smad2<tm1Mwst>	involves: 129S6/SvEvTac * Black Swiss	ht	MP:0011092	embryonic lethality, complete penetrance
MGI:108051	Smad2	Smad2<tm1Mwst>/Smad2<tm1.2Mwst>	involves: 129S6/SvEvTac * Black Swiss	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:108051	Smad2	Smad2<tm1Rob>/Smad2<tm2.1Rob>	involves: 129S/SvEv * 129S4/SvJae * C57BL/6 * CD-1	ht	MP:0006207	embryonic lethality during organogenesis
MGI:894293	Smad4	Smad4<m4Mag>/Smad4<tm1Cxd>	either: (involves: 129S/Sv * 129S6/SvEvTac * Black Swiss) or (involves: 129S/Sv * 129S6/SvEvTac * C57BL/6)	ht	MP:0011096	embryonic lethality between implantation and somite formation, complete penetrance
MGI:88192	Smarca4	Smarca4<enu1>/Smarca4<tm1Mag>	involves: 129S/Sv * C57BL/10 * CBA/Cbi	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:88192	Smarca4	Smarca4<tm1Mag>/Smarca4<+>	involves: 129S/Sv * CD-1	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1339795	Smc3	Smc3<tm1a(EUCOMM)Wtsi>/Smc3<+>	involves: C57BL/6N	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1921605	Smchd1	Smchd1<Gt(AD0165)Wtsi>/Smchd1<MommeD1>	involves: 129P2/OlaHsd * C57BL/6 * FVB/N	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:109257	Smn1	Smn1<tm2Mrph>/Smn1<tm4(SMN2)Mrph>	involves: 129S6/SvEvTac * C57BL/6J * C57BL/6NTac	ht	MP:0011092	embryonic lethality, complete penetrance
MGI:98347	Snrpn	Snrpn<tm1Kaj>/Snrpn<+>	either: 129S1-Snrpn<tm1Kaj> or (involves: 129S1/Sv * C57BL/6J)	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:98347	Snrpn	Snrpn<tm2Alb>/Snrpn<+>	involves: 129S7/SvEvBrd * C57BL/6J	ht	MP:0002082	postnatal lethality
MGI:98347	Snrpn	Snrpn<tm2Cbr>/Snrpn<+>	either: (involves: 129S1/Sv * C57BL/6J) or (involves: 129S1/Sv * BALB/c * C57BL/6J) or (involves: 129S1/Sv * C3H/HeJ * C57BL/6J) or (involves: 129S1/Sv * C57BL/6J * FVB/NJ)	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:98347	Snrpn	Snrpn<tm2Cbr>/Snrpn<+>	either: B6.Cg-Snrpn<tm2Cbr> or (involves: 129S1/Sv * C57BL/6J * DBA/2J)	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:98347	Snrpn	Snrpn<tm2Cbr>/Snrpn<+>	involves: 129S1/Sv * C57BL/6	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:98347	Snrpn	Snrpn<tm2Cbr>/Snrpn<+>	involves: 129S1/Sv * C57BL/6	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1201791	Socs3	Socs3<tm1Wsa>/Socs3<tm2.1Wsa>	involves: C57BL/6	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:98358	Sox10	Sox10<Dom>/Sox10<+>	involves: C57BL/6JLe	ht	MP:0011084	lethality at weaning, incomplete penetrance
MGI:98358	Sox10	Sox10<gt>/Sox10<tm1Weg>	involves: 129S1/Sv * 129X1/SvJ * GT/Le	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:98358	Sox10	Sox10<tm1Weg>/Sox10<+>	involves: 129S1/Sv * 129X1/SvJ * C3HeB/FeJ * C57BL/6J	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:107543	Sox17	Sox17<tm1Ysk>/Sox17<+>	B6.129S1-Sox17<tm1Ysk>	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:107543	Sox17	Sox17<tm1Ysk>/Sox17<+>	B6.129S1-Sox17<tm1Ysk>	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:103559	Sox18	Sox18<Ra-Op>/Sox18<+>	involves: C57BL/6J * DBA/2J	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:103559	Sox18	Sox18<Ra-Op>/Sox18<+>	involves: C57BL/6J * DBA/2J	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:98364	Sox2	Sox2<lcc>/Sox2<tm1Rlb>	involves: 101/H * 129S/SvEv * C3H/HeH	ht	MP:0002082	postnatal lethality
MGI:98364	Sox2	Sox2<tm1.1Vep>/Sox2<tm1.2Vlcg>	involves: 129S6/SvEvTac * C57BL/6 * C57BL/6NTac	ht	MP:0011095	embryonic lethality between implantation and placentation, complete penetrance
MGI:98364	Sox2	Sox2<tm1Lpev>/Sox2<tm2Lpev>	involves: 129S/SvEv * C57BL/6	ht	MP:0011087	neonatal lethality, complete penetrance
MGI:98364	Sox2	Sox2<tm1Lpev>/Sox2<tm3Lpev>	involves: 129S/SvEv	ht	MP:0011087	neonatal lethality, complete penetrance
MGI:98364	Sox2	Sox2<tm1Rlb>/Sox2<+>	involves: 129S/SvEv * MF1	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:98364	Sox2	Sox2<tm2Lpev>/Sox2<tm3Lpev>	involves: 129S/SvEv * C57BL/6	ht	MP:0011087	neonatal lethality, complete penetrance
MGI:98364	Sox2	Sox2<tm2Skn>/Sox2<tm3Skn>	involves: 129S/SvEv * 129S1/Sv * C57BL/6J	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:98366	Sox4	Sox4<Igt4>/Sox4<M91Ark>	involves: C3H/HeH * C57BL/6	ht	MP:0011099	lethality throughout fetal growth and development, complete penetrance
MGI:98371	Sox9	Sox9<tm1.1Gsr>/Sox9<+>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0011087	neonatal lethality, complete penetrance
MGI:98371	Sox9	Sox9<tm1Crm>/Sox9<+>	involves: 129S7/SvEvBrd * C57BL/6 * CD-1	ht	MP:0011087	neonatal lethality, complete penetrance
MGI:98371	Sox9	Sox9<tm4Tlu>/Sox9<+>	involves: 129S4/SvJae * C57BL/6J	ht	MP:0011100	preweaning lethality, complete penetrance
MGI:1921642	Specc1l	Specc1l<Gt(DTM096)Byg>/Specc1l<+>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0002080	prenatal lethality
MGI:1921642	Specc1l	Specc1l<Gt(DTM096)Byg>/Specc1l<+>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:1921642	Specc1l	Specc1l<Gt(DTM096)Byg>/Specc1l<Gt(RRH048)Byg>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0011092	embryonic lethality, complete penetrance
MGI:1921642	Specc1l	Specc1l<Gt(RRH048)Byg>/Specc1l<+>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0002080	prenatal lethality
MGI:1921642	Specc1l	Specc1l<Gt(RRH048)Byg>/Specc1l<+>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:2685351	Sprtn	Sprtn<tm1Yjm>/Sprtn<tm1.2Yjm>	involves: 129S/SvEv * C57BL/6	ht	MP:0011100	preweaning lethality, complete penetrance
MGI:107585	Srebf2	Srebf2<Gt(YTA054)Byg>/Srebf2<lop13>	involves: 129P2/OlaHsd * 129T1/Sv * C57BL/6J	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:107708	Ss18	Ss18<tm1Adg>/Ss18<+>	involves: C57BL/6	ht	MP:0011110	preweaning lethality, incomplete penetrance
MGI:103038	Stat3	Stat3<tm1Dnl>/Stat3<tm1Dlv>	involves: C57BL/6	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1202297	Stpy	Stpy/Stpy<+>	involves: 101/H * C3H/HeH	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:1197010	Sumo1	Sumo1<Gt(RRQ016)Byg>/Sumo1<+>	involves: 129P2/OlaHsd * C57BL/6J	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:1197010	Sumo1	Sumo1<Gt(RRQ016)Byg>/Sumo1<+>	involves: 129P2/OlaHsd * C57BL/6J	ht	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
MGI:2441711	Supv3l1	Supv3l1<tm1Jkl>/Supv3l1<+>	involves: 129S7/SvEvBrd * C57BL/6	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:1261758	Suz12	Suz12<Gt(Betageo)1Khe>/Suz12<Plt8>	involves: 129P2/OlaHsd * 129S1/Sv * C57BL/6	ht	MP:0011100	preweaning lethality, complete penetrance
MGI:98472	T	T<29H>/T<+>	involves: BALB/c * TFH	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:98472	T	T<31H>/T<+>	involves: 101/H * C3H/HeH * TFH	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:98472	T	T<33H>/T<+>	involves: 101/H * C3H/HeH * TFH	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:98472	T	T<34H>/T<+>	involves: STOCK T<34H> * TFH	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:98472	T	T<36H>/T<+>	involves: 101/H * C3H/HeH * TFH	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:98472	T	T<c-2H>/T<+>	involves: 101/H * C3H/HeH	ht	MP:0011110	preweaning lethality, incomplete penetrance
MGI:98472	T	T<c>/T	Not Specified	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
MGI:98472	T	T<c>/T<+>	Not Specified	ht	MP:0002082	postnatal lethality
MGI:98472	T	T<c>/T<+>	Not Specified	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:103975	T(7;18)50H	T(7;18)50H/+	involves: 101/H * C3H/HeH	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:103975	T(7;18)50H	T(7;18)50H/+	involves: 101/H * C3H/HeH	ht	MP:0011092	embryonic lethality, complete penetrance
MGI:103975	T(7;18)50H	T(7;18)50H/+	involves: 101/H * C3H/HeH	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:103976	T(7;18)50H	T(7;18)50H/+	involves: 101/H * C3H/HeH	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:103976	T(7;18)50H	T(7;18)50H/+	involves: 101/H * C3H/HeH	ht	MP:0011092	embryonic lethality, complete penetrance
MGI:103976	T(7;18)50H	T(7;18)50H/+	involves: 101/H * C3H/HeH	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:1913763	Tab1	Tab1<tm1Mis>/Tab1<tm1.1Mis>	involves: 129S4/SvJaeSor * 129S7/SvEvBrd * C57BL/6 * CBA	ht	MP:0011085	postnatal lethality, complete penetrance
MGI:1915902	Tab2	Tab2<tm1Aki>/Tab2<+>	involves: 129P2/OlaHsd * C57BL/6	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:1341163	Tacc3	Tacc3<tm1Tno>/Tacc3<+>	involves: C57BL/6	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:1341163	Tacc3	Tacc3<tm1Tno>/Tacc3<tm1.2Tno>	involves: C57BL/6	ht	MP:0011099	lethality throughout fetal growth and development, complete penetrance
MGI:98479	Tal	Tal/Tal<+>	Not Specified	ht	MP:0002082	postnatal lethality
MGI:98490	Tba	Tba/Tba<+>	involves: PERU-COPPOCK	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:98490	Tba	Tba/Tba<+>	involves: PERU-COPPOCK	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:101838	Tbp	Tbp<tm1.1Ees>/Tbp<+>	B6.129X1(Cg)-Tbp<tm1.1Ees>	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:98493	Tbx1	Tbx1<tm1(Fgf8)Vite>/Tbx1<+>	involves: 129S7/SvEvBrd * C57BL/6	ht	MP:0002082	postnatal lethality
MGI:98493	Tbx1	Tbx1<tm1.1Dsr>/Tbx1<+>	either: 129/Sv or (involves: 129/Sv * C57BL/6)	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:98493	Tbx1	Tbx1<tm1Bld>/Tbx1<+>	involves: 129S7/SvEvBrd * C57BL/6	ht	MP:0002082	postnatal lethality
MGI:98493	Tbx1	Tbx1<tm1Dsr>/Tbx1<+>	either: 129/Sv or (involves: 129/Sv * C57BL/6)	ht	MP:0011088	neonatal lethality, incomplete penetrance
MGI:1923615	Tbx18	Tbx18<tm1Sev>/Tbx18<tm1.1Sev>	involves: 129S4/SvJaeSor	ht	MP:0002081	perinatal lethality
MGI:98495	Tbx3	Tbx3<tm1.1Moon>/Tbx3<tm2Moon>	involves: 129 * C57BL/6 * SJL	ht	MP:0011099	lethality throughout fetal growth and development, complete penetrance
MGI:98495	Tbx3	Tbx3<tm1.1Moon>/Tbx3<tm2Moon>	involves: 129 * C57BL/6 * SJL	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:102541	Tbx5	Tbx5<tm1.1Jse>/Tbx5<+>	either: (involves: 129/Sv) or (involves: Black Swiss)	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:102541	Tbx5	Tbx5<tm1.1Jse>/Tbx5<+>	involves: 129/Sv * Black Swiss	ht	MP:0011090	perinatal lethality, incomplete penetrance
MGI:102541	Tbx5	Tbx5<tm1Jse>/Tbx5<+>	involves: 129S/SvEv	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:98510	Tcf3	Tcf3<tm1Wein>/Tcf3<tm3Zhu>	involves: 129/Sv * 129S4/SvJaeSor * C57BL/6	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:892003	Tcof1	Tcof1<tm1Mjd>/Tcof1<+>	involves: 129S1/Sv * 129X1/SvJ * C57BL/6	ht	MP:0011087	neonatal lethality, complete penetrance
MGI:892003	Tcof1	Tcof1<tm1Mjd>/Tcof1<+>	involves: C57BL/6 * DBA	ht	MP:0011087	neonatal lethality, complete penetrance
MGI:104671	Tfap2a	Tfap2a<tm1Will>/Tfap2a<tm2.1Will>	involves: 129S1/Sv * Black Swiss	ht	MP:0002081	perinatal lethality
MGI:98725	Tgfb1	Tgfb1<tm1Jmu>/Tgfb1<+>	involves: 129S6/SvEvTac * C57BL/6	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:98725	Tgfb1	Tgfb1<tm1N>/Tgfb1<+>	involves: 129S/SvEv * C57BL/6J * NIH/Ola	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:1194497	Tgif1	Tgif1<tm1Ychn>/Tgif1<+>	involves: 129X1/SvJ * C57BL/6	ht	MP:0011101	prenatal lethality, incomplete penetrance
MGI:1194497	Tgif1	Tgif1<tm1Ychn>/Tgif1<+>	involves: 129X1/SvJ * C57BL/6	ht	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MGI:1921004	Thap1	Thap1<tm1.1Meeh>/Thap1<tm1.2Meeh>	involves: 129S/SvEv * BALB/cJ * C3H * C57BL/6	ht	MP:0011099	lethality throughout fetal growth and development, complete penetrance
MGI:1919668	Thoc1	Thoc1<tm1Dwg>/Thoc1<tm2Dwg>	involves: 129S4/SvJae * C57BL/6J	ht	MP:0011099	lethality throughout fetal growth and development, complete penetrance
MGI:4949413	Thpr	Thpr/Thpr<+>	B6.C3(B6Ei)-A Thpr/GrsrJ	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:2669902	Tmgc19	Tmgc19/Tmgc19<+>	C57BL/6-Chr 19<PWK> Tmgc19	ht	MP:0002082	postnatal lethality
MGI:1921743	Tnks2	Tnks2<tm1.1Susm>/Tnks2<+>	involves: 129S/SvEv * C57BL/6	ht	MP:0011086	postnatal lethality, incomplete penetrance
MGI:109274	Trim28	Trim28<chatwo>/Trim28<tm1.2Ipc>	involves: 129S2/SvPas * C57BL/6J	ht	MP:0011092	embryonic lethality, complete penetrance
MGI:98834	Trp53	Trp53<tm1.1Att>/Trp53<+>	Not Specified	ht	MP:0011098	embryonic lethality during organogenesis, complete penetrance
